Year Month Day Hour Minute Second VelocityX VelocityY Level StdError1 StdError2 StdError3 SNR1 SNR2 SNR3 SignalAmp1 SignalAmp2 SignalAmp3 Noise1 Noise2 Noise3 IceDetection Heading Pitch Roll StdDevHeading StdDevPitch StdDevRoll Temperature Pressure StdDevPressure Voltage CellBegin CellEnd Speed Direction Area Flow 
2013 03 20 14 30 14     0.0     0.0   1.306  25.5  25.5   0.0   0.0   0.0   0.0   0   0   0  27  31  27   0  332.1  -2.4   1.2  0.0  0.0  0.0   3.34     1.4157    0.002  12.4   1.0   1.0    0.00     0.0      -1.0000       0.0000
2013 03 20 14 45 14     0.0     0.0   1.304  25.5  25.5   0.0   0.0   0.0   0.0   0   0   0  27  32  26   0  332.3  -2.4   1.6  0.0  0.0  0.0   3.35     1.4145    0.003  12.4   1.0   1.0    0.00     0.0      -1.0000       0.0000
2013 03 20 15 00 14     0.0     0.0   1.303  25.5  25.5   0.0   0.0   0.0   0.0   0   0   0  27  32  27   0  332.1  -2.4   1.2  0.0  0.0  0.0   3.38     1.4114    0.002  12.4   1.0   1.0    0.00     0.0      -1.0000       0.0000
2013 03 20 15 15 14     0.0     0.0   1.300  25.5  25.5   0.0   0.0   0.0   0.0   0   0   0  27  31  27   0  332.0  -2.4   1.2  0.0  0.0  0.0   3.40     1.4087    0.002  12.4   1.0   1.0    0.00     0.0      -1.0000       0.0000
2013 03 20 15 30 14     0.0     0.0   1.297  25.5  25.5   0.0   0.0   0.0   0.0   0   0   0  28  31  26   0  331.9  -2.4   1.2  0.0  0.0  0.0   3.42     1.4085    0.002  12.4   1.0   1.0    0.00     0.0      -1.0000       0.0000
2013 03 20 15 45 14     0.0     0.0   1.295  25.5  25.5   0.0   0.0   0.0   0.0   0   0   0  28  32  27   0  331.5  -2.4   1.2  0.0  0.0  0.0   3.43     1.4058    0.002  12.4   1.0   1.0    0.00     0.0      -1.0000       0.0000
2013 03 20 16 00 14     0.0     0.0   1.293  25.5  25.5   0.0   0.0   0.0   0.0   0   0   0  27  32  26   0  331.4  -2.4   1.2  0.0  0.0  0.0   3.44     1.4038    0.003  12.4   1.0   1.0    0.00     0.0      -1.0000       0.0000
2013 03 20 16 15 14     0.0     0.0   1.292  25.5  25.5   0.0   0.0   0.0   0.0   0   0   0  27  32  27   0  331.3  -2.4   1.2  0.0  0.0  0.0   3.43     1.4001    0.002  12.4   1.0   1.0    0.00     0.0      -1.0000       0.0000
2013 03 20 16 30 14     0.0     0.0   1.291  25.5  25.5   0.0   0.0   0.0   0.0   0   0   0  27  31  27   0  331.2  -2.4   1.2  0.0  0.0  0.0   3.41     1.3999    0.003  12.4   1.0   1.0    0.00     0.0      -1.0000       0.0000
2013 03 20 16 45 14     0.0     0.0   1.290  25.5  25.5   0.0   0.0   0.0   0.0   0   0   0  27  31  26   0  331.1  -2.4   1.2  0.0  0.0  0.0   3.39     1.3976    0.002  12.2   1.0   1.0    0.00     0.0      -1.0000       0.0000
2013 03 20 17 00 14     0.0     0.0   1.289  25.5  25.5   0.0   0.0   0.0   0.0   0   0   0  27  31  27   0  330.9  -2.4   1.2  0.0  0.0  0.0   3.37     1.3953    0.002  12.2   1.0   1.0    0.00     0.0      -1.0000       0.0000
2013 03 20 17 15 14     0.0     0.0   1.288  25.5  25.5   0.0   0.0   0.0   0.0   0   0   0  27  31  26   0  331.0  -2.4   1.2  0.0  0.0  0.0   3.37     1.3939    0.002  12.2   1.0   1.0    0.00     0.0      -1.0000       0.0000
2013 03 20 17 30 14     0.0     0.0   1.287  25.5  25.5   0.0   0.0   0.0   0.0   0   0   0  28  31  27   0  330.8  -2.4   1.2  0.0  0.0  0.0   3.35     1.3916    0.002  12.2   1.0   1.0    0.00     0.0      -1.0000       0.0000
2013 03 20 17 45 14     0.0     0.0   1.287  25.5  25.5   0.0   0.0   0.0   0.0   0   0   0  27  30  26   0  330.8  -2.4   1.2  0.0  0.0  0.0   3.35     1.3898    0.002  12.2   1.0   1.0    0.00     0.0      -1.0000       0.0000
2013 03 20 18 00 14     0.0     0.0   1.286  25.5  25.5   0.0   0.0   0.0   0.0   0   0   0  27  30  26   0  330.7  -2.4   1.2  0.0  0.0  0.0   3.34     1.3877    0.002  12.2   1.0   1.0    0.00     0.0      -1.0000       0.0000
2013 03 20 18 15 14     0.0     0.0   1.283  25.5  25.5   0.0   0.0   0.0   0.0   0   0   0  27  31  27   0  330.5  -2.4   0.8  0.0  0.0  0.0   3.33     1.3850    0.002  12.2   1.0   1.0    0.00     0.0      -1.0000       0.0000
2013 03 20 18 30 14     0.0     0.0   1.284  25.5  25.5   0.0   0.0   0.0   0.0   0   0   0  27  32  27   0  330.5  -2.4   0.8  0.0  0.0  0.0   3.31     1.3836    0.002  12.2   1.0   1.0    0.00     0.0      -1.0000       0.0000
2013 03 20 18 45 14     0.0     0.0   1.279  25.5  25.5   0.0   0.0   0.0   0.0   0   0   0  27  33  27   0  330.5  -2.4   0.8  0.0  0.0  0.0   3.31     1.3811    0.002  12.2   1.0   1.0    0.00     0.0      -1.0000       0.0000
2013 03 20 19 00 14     0.0     0.0   1.277  25.5  25.5   0.0   0.0   0.0   0.0   0   0   0  27  31  26   0  330.6  -2.4   1.2  0.0  0.0  0.0   3.31     1.3797    0.002  12.2   1.0   1.0    0.00     0.0      -1.0000       0.0000
2013 03 20 19 15 14     0.0     0.0   1.272  25.5  25.5   0.0   0.0   0.0   0.0   0   0   0  27  31  27   0  330.4  -2.4   0.8  0.0  0.0  0.0   3.29     1.3757    0.002  12.2   1.0   1.0    0.00     0.0      -1.0000       0.0000
2013 03 20 19 30 14     0.0     0.0   1.272  25.5  25.5   0.0   0.0   0.0   0.0   0   0   0  27  31  26   0  330.4  -2.4   0.8  0.0  0.0  0.0   3.27     1.3755    0.002  12.2   1.0   1.0    0.00     0.0      -1.0000       0.0000
2013 03 20 19 45 14     0.0     0.0   1.270  25.5  25.5   0.0   0.0   0.0   0.0   0   0   0  27  31  26   0  330.5  -2.4   0.8  0.0  0.0  0.0   3.25     1.3731    0.002  12.2   1.0   1.0    0.00     0.0      -1.0000       0.0000
2013 03 20 20 00 14     0.0     0.0   1.269  25.5  25.5   0.0   0.0   0.0   0.0   0   0   0  28  31  27   0  330.5  -2.4   0.8  0.0  0.0  0.0   3.23     1.3720    0.002  12.2   1.0   1.0    0.00     0.0      -1.0000       0.0000
2013 03 20 20 15 14     0.0     0.0   1.268  25.5  25.5   0.0   0.0   0.0   0.0   0   0   0  27  32  27   0  330.5  -2.4   0.8  0.0  0.0  0.0   3.21     1.3700    0.002  12.2   1.0   1.0    0.00     0.0      -1.0000       0.0000
2013 03 20 20 30 14     0.0     0.0   1.267  25.5  25.5   0.0   0.0   0.0   0.0   0   0   0  26  32  27   0  330.3  -2.4   0.8  0.0  0.0  0.0   3.18     1.3679    0.002  12.2   1.0   1.0    0.00     0.0      -1.0000       0.0000
2013 03 20 20 45 14     0.0     0.0   1.266  25.5  25.5   0.0   0.0   0.0   0.0   0   0   0  28  32  26   0  330.5  -2.4   0.8  0.0  0.0  0.0   3.15     1.3671    0.002  12.2   1.0   1.0    0.00     0.0      -1.0000       0.0000
2013 03 20 21 00 14     0.0     0.0   1.265  25.5  25.5   0.0   0.0   0.0   0.0   0   0   0  27  31  27   0  330.4  -2.4   0.8  0.0  0.0  0.0   3.12     1.3654    0.002  12.2   1.0   1.0    0.00     0.0      -1.0000       0.0000
2013 03 20 21 15 14     0.0     0.0   1.264  25.5  25.5   0.0   0.0   0.0   0.0   0   0   0  27  31  26   0  330.4  -2.4   0.8  0.0  0.0  0.0   3.09     1.3625    0.002  12.2   1.0   1.0    0.00     0.0      -1.0000       0.0000
